OrderID,OrderDate,Region,Category,Product,Salesperson,UnitsSold,UnitPrice,Revenue,CustomerEmail,Year,Month,MonthName
7046,2026-01-22,South,Electronics,Office Chair,Arjun Nair,3,4255.0,12765.99,arjun.nair@example.com,2026,1,Jan
7047,2025-10-10,South,Electronics,Headphones,Meera Iyer,5,58219.46,291097.3,meera.iyer@example.com,2025,10,Oct
7048,2025-05-12,South,Furniture,Jeans,Priya Menon,2,50339.03,100678.06,priya.menon@example.com,2025,5,May
7049,2025-08-02,North,Apparel,Smartphone,Arjun Nair,9,57439.0,516949.29,arjun.nair@example.com,2025,8,Aug
7050,2025-01-16,South,Electronics,Sneakers,Unknown,8,30048.68,240389.44,Not Provided,2025,1,Jan
7051,2026-07-17,South,Furniture,Sofa,Aditi Rao,1,18444.43,18444.43,aditi.rao@example.com,2026,7,Jul
7052,2025-12-23,West,Electronics,Tablet,Aditi Rao,6,34773.46,208640.76,aditi.rao@example.com,2025,12,Dec
7053,2026-02-03,West,Furniture,Tablet,Sana Khan,,18547.63,,sana.khan@example.com,2026,2,Feb
7054,2025-06-13,East,Home & Kitchen,Office Chair,Sana Khan,5,19651.0,98255.4,sana.khan@example.com,2025,6,Jun
7055,2026-08-05,East,Furniture,Tablet,Meera Iyer,6,,,meera.iyer@example.com,2026,8,Aug
7056,2026-05-28,North,Home & Kitchen,Tablet,Priya Menon,6,46502.33,279013.98,priya.menon@example.com,2026,5,May
7057,2025-06-10,North,Home & Kitchen,Jeans,Rohan Gupta,,5302.9,,rohan.gupta@example.com,2025,6,Jun
7058,2025-06-07,East,Apparel,Sneakers,Priya Menon,10,52396.21,523962.1,priya.menon@example.com,2025,6,Jun
7059,2026-05-11,South,Apparel,Headphones,Karan Malhotra,9,29487.8,265390.2,karan.malhotra@example.com,2026,5,May
7060,2025-07-17,North,Furniture,Blender,Aditi Rao,7,26440.21,185081.47,aditi.rao@example.com,2025,7,Jul
7061,2025-01-01,North,Electronics,Sofa,Rohan Gupta,3,57303.0,171908.07,rohan.gupta@example.com,2025,1,Jan
7062,2025-08-13,East,Electronics,Office Chair,Unknown,1,11442.0,11442.25,Not Provided,2025,8,Aug
7063,2025-04-18,North,Apparel,Laptop,Rohan Gupta,7,54890.0,384229.51,rohan.gupta@example.com,2025,4,Apr
7064,2026-05-22,North,Apparel,Laptop,Sana Khan,9,36488.66,328397.94,sana.khan@example.com,2026,5,May
7065,2025-06-29,South,Furniture,T-Shirt,Arjun Nair,5,57593.0,287966.0,arjun.nair@example.com,2025,6,Jun
7066,2025-03-22,North,Home & Kitchen,Blender,Vikram Shah,2,41011.0,82021.5,vikram.shah@example.com,2025,3,Mar
7067,2026-07-30,South,Electronics,Sneakers,Aditi Rao,6,19205.67,115234.02,aditi.rao@example.com,2026,7,Jul
7068,2025-06-08,North,Furniture,T-Shirt,Karan Malhotra,3,4054.0,12160.92,karan.malhotra@example.com,2025,6,Jun
7069,2025-03-27,West,Apparel,Headphones,Aditi Rao,10,41306.83,413068.3,aditi.rao@example.com,2025,3,Mar
7070,2026-06-06,South,Furniture,Jeans,Rohan Gupta,8,56529.6,452236.8,rohan.gupta@example.com,2026,6,Jun
7071,2025-04-13,Unknown,Home & Kitchen,Tablet,Aditi Rao,-3,2362.91,7088.73,aditi.rao@example.com,2025,4,Apr
7072,2025-03-12,North,Electronics,Tablet,Sana Khan,6,46865.07,281190.42,sana.khan@example.com,2025,3,Mar
7073,2025-12-29,North,Home & Kitchen,Desk,Sana Khan,10,3041.0,30412.4,sana.khan@example.com,2025,12,Dec
7074,2026-03-03,West,Electronics,Smartphone,Aditi Rao,3,29088.55,87265.65,aditi.rao@example.com,2026,3,Mar
7075,2025-03-24,West,Electronics,Office Chair,Unknown,9,1573.83,14164.47,Not Provided,2025,3,Mar
7076,2026-07-28,West,Home & Kitchen,Blender,Unknown,6,56062.76,336376.56,Not Provided,2026,7,Jul
7077,2025-08-30,West,Home & Kitchen,Cookware Set,Meera Iyer,9,35341.28,318071.52,meera.iyer@example.com,2025,8,Aug
7078,2025-03-15,East,Electronics,Cookware Set,Sana Khan,6,8395.0,50369.22,sana.khan@example.com,2025,3,Mar
7079,2025-03-08,East,Furniture,Desk,Rohan Gupta,10,30674.55,306745.5,rohan.gupta@example.com,2025,3,Mar
7080,2025-08-09,West,Apparel,Desk,Aditi Rao,,27826.95,,aditi.rao@example.com,2025,8,Aug
7081,2026-06-10,West,Apparel,Sofa,Meera Iyer,9,,,meera.iyer@example.com,2026,6,Jun
7082,2026-02-13,West,Apparel,Cookware Set,Karan Malhotra,1,36937.0,36936.96,karan.malhotra@example.com,2026,2,Feb
7083,2025-06-15,West,Electronics,Tablet,Sana Khan,10,12920.01,129200.1,sana.khan@example.com,2025,6,Jun
7084,2025-06-30,North,Apparel,Smartphone,Vikram Shah,7,11456.13,80192.91,vikram.shah@example.com,2025,6,Jun
7085,2025-12-06,West,Apparel,Headphones,Rohan Gupta,9,55754.0,501784.11,rohan.gupta@example.com,2025,12,Dec
7086,2026-08-27,East,Furniture,Tablet,Meera Iyer,8,8581.88,68655.04,meera.iyer@example.com,2026,8,Aug
7087,2025-02-17,North,Apparel,Cookware Set,Unknown,1,26814.05,26814.05,Not Provided,2025,2,Feb
7088,2025-12-07,North,Electronics,Office Chair,Unknown,7,10698.0,74888.94,Not Provided,2025,12,Dec
7089,2026-02-27,East,Furniture,Tablet,Meera Iyer,1,53809.0,53808.63,meera.iyer@example.com,2026,2,Feb
7090,2025-11-06,West,Electronics,Smartphone,Unknown,1,31615.0,31614.95,Not Provided,2025,11,Nov
7091,2025-10-22,Unknown,Home & Kitchen,Jeans,Arjun Nair,1,11995.62,11995.62,arjun.nair@example.com,2025,10,Oct
7092,2025-06-17,West,Home & Kitchen,Blender,Arjun Nair,2,28639.65,57279.3,arjun.nair@example.com,2025,6,Jun
7093,2025-05-20,East,Electronics,Laptop,Sana Khan,5,21163.0,105816.75,sana.khan@example.com,2025,5,May
7094,2026-01-14,North,Home & Kitchen,Headphones,Arjun Nair,1,502.09,502.09,arjun.nair@example.com,2026,1,Jan
7095,2025-08-23,West,Home & Kitchen,Smartphone,Arjun Nair,10,42773.04,427730.4,arjun.nair@example.com,2025,8,Aug
7096,2025-09-21,North,Home & Kitchen,Smartphone,Rohan Gupta,1,17542.82,17542.82,rohan.gupta@example.com,2025,9,Sep
7097,2025-08-06,West,Electronics,T-Shirt,Vikram Shah,6,58305.02,349830.12,vikram.shah@example.com,2025,8,Aug
7098,2025-12-19,East,Home & Kitchen,Cookware Set,Sana Khan,8,,,sana.khan@example.com,2025,12,Dec
7099,2025-08-11,West,Apparel,Unknown,Priya Menon,8,10963.99,87711.92,priya.menon@example.com,2025,8,Aug
7100,2025-03-09,South,Furniture,Tablet,Vikram Shah,3,35084.0,105253.29,vikram.shah@example.com,2025,3,Mar
7101,2025-08-03,North,Apparel,Laptop,Aditi Rao,6,2293.0,13755.12,aditi.rao@example.com,2025,8,Aug
7102,2025-10-08,West,Home & Kitchen,Office Chair,Vikram Shah,,56987.64,,vikram.shah@example.com,2025,10,Oct
7103,2025-09-13,South,Apparel,Sofa,Priya Menon,3,15724.01,47172.03,priya.menon@example.com,2025,9,Sep
7104,2026-06-17,North,Home & Kitchen,Blender,Unknown,3,22696.26,68088.78,Not Provided,2026,6,Jun
7105,2026-01-02,North,Furniture,Headphones,Sana Khan,2,18201.78,36403.56,sana.khan@example.com,2026,1,Jan
7106,2025-04-09,Unknown,Apparel,Blender,Rohan Gupta,1,2129.28,2129.28,rohan.gupta@example.com,2025,4,Apr
7107,2025-05-09,East,Furniture,Tablet,Arjun Nair,10,49541.54,495415.4,arjun.nair@example.com,2025,5,May
7108,2026-07-22,East,Home & Kitchen,Cookware Set,Rohan Gupta,6,9436.1,56616.6,rohan.gupta@example.com,2026,7,Jul
7109,2026-02-20,West,Home & Kitchen,Office Chair,Arjun Nair,-5,23337.1,116685.5,arjun.nair@example.com,2026,2,Feb
7110,2025-12-30,North,Electronics,Jeans,Karan Malhotra,6,4413.0,26477.16,karan.malhotra@example.com,2025,12,Dec
7111,2025-09-24,North,Home & Kitchen,Smartphone,Meera Iyer,8,51364.14,410913.12,meera.iyer@example.com,2025,9,Sep
7112,2025-10-03,East,Electronics,Laptop,Priya Menon,7,49694.35,347860.45,priya.menon@example.com,2025,10,Oct
7113,2025-05-15,East,Electronics,Blender,Aditi Rao,5,2761.29,13806.45,aditi.rao@example.com,2025,5,May
7114,2026-06-08,West,Furniture,Sofa,Vikram Shah,,15703.88,,vikram.shah@example.com,2026,6,Jun
7115,2026-07-14,North,Apparel,Smartphone,Vikram Shah,1,23854.94,23854.94,vikram.shah@example.com,2026,7,Jul
7116,2025-11-06,North,Apparel,Tablet,Priya Menon,1,3903.01,3903.01,priya.menon@example.com,2025,11,Nov
7117,2025-06-06,South,Furniture,Desk,Meera Iyer,6,4703.0,28215.84,meera.iyer@example.com,2025,6,Jun
7118,2025-01-15,North,Apparel,Headphones,Priya Menon,,42521.13,,priya.menon@example.com,2025,1,Jan
7119,2026-06-25,South,Apparel,Sofa,Vikram Shah,4,21332.87,85331.48,vikram.shah@example.com,2026,6,Jun
7120,2026-04-06,West,Furniture,Laptop,Unknown,9,47661.14,428950.26,Not Provided,2026,4,Apr
7121,2025-09-14,South,Electronics,Blender,Rohan Gupta,1,46481.13,46481.13,rohan.gupta@example.com,2025,9,Sep
7122,2025-06-04,West,Home & Kitchen,Headphones,Aditi Rao,5,29629.0,148143.65,aditi.rao@example.com,2025,6,Jun
7123,2026-07-18,West,Home & Kitchen,Office Chair,Priya Menon,4,44588.39,178353.56,priya.menon@example.com,2026,7,Jul
7124,2026-01-20,North,Apparel,T-Shirt,Arjun Nair,8,7173.01,57384.08,arjun.nair@example.com,2026,1,Jan
7125,2026-03-27,South,Furniture,Smartphone,Sana Khan,9,4619.16,41572.44,sana.khan@example.com,2026,3,Mar
7126,2025-12-18,North,Electronics,Cookware Set,Rohan Gupta,4,1203.58,4814.32,rohan.gupta@example.com,2025,12,Dec
7127,2025-10-23,Unknown,Electronics,Laptop,Vikram Shah,4,46131.0,184523.92,vikram.shah@example.com,2025,10,Oct
7128,2026-01-18,West,Electronics,Jeans,Karan Malhotra,4,16267.0,65066.8,karan.malhotra@example.com,2026,1,Jan
7129,2026-02-28,East,Apparel,Smartphone,Arjun Nair,7,41387.52,289712.64,arjun.nair@example.com,2026,2,Feb
7130,2025-02-04,West,Home & Kitchen,Tablet,Arjun Nair,4,24519.0,98074.4,arjun.nair@example.com,2025,2,Feb
7131,2025-09-24,South,Electronics,Blender,Sana Khan,,24018.57,,sana.khan@example.com,2025,9,Sep
7132,2026-06-14,North,Apparel,Sneakers,Sana Khan,9,6055.23,54497.07,sana.khan@example.com,2026,6,Jun
7133,2025-04-09,South,Apparel,Sofa,Aditi Rao,4,48403.06,193612.24,aditi.rao@example.com,2025,4,Apr
7134,2025-01-30,East,Electronics,T-Shirt,Priya Menon,1,29053.89,29053.89,priya.menon@example.com,2025,1,Jan
7135,2025-12-22,North,Electronics,Cookware Set,Aditi Rao,5,31465.76,157328.8,aditi.rao@example.com,2025,12,Dec
7136,2025-05-04,East,Home & Kitchen,T-Shirt,Unknown,4,53535.76,214143.04,Not Provided,2025,5,May
7137,2025-04-03,South,Home & Kitchen,Headphones,Unknown,6,39833.22,238999.32,Not Provided,2025,4,Apr
7138,2025-08-29,East,Home & Kitchen,Sofa,Unknown,2,38875.0,77749.14,Not Provided,2025,8,Aug
7139,2026-07-14,South,Home & Kitchen,Desk,Rohan Gupta,4,15607.05,62428.2,rohan.gupta@example.com,2026,7,Jul
7140,2025-08-25,South,Apparel,Office Chair,Karan Malhotra,9,51661.07,464949.63,karan.malhotra@example.com,2025,8,Aug
7141,2025-07-18,West,Electronics,Cookware Set,Priya Menon,9,28312.03,254808.27,priya.menon@example.com,2025,7,Jul
7142,2026-02-20,East,Home & Kitchen,Tablet,Unknown,8,31697.36,253578.88,Not Provided,2026,2,Feb
7143,2025-12-23,North,Electronics,Sneakers,Rohan Gupta,3,25010.0,75030.72,rohan.gupta@example.com,2025,12,Dec
7144,2025-05-08,North,Furniture,Unknown,Arjun Nair,5,8442.0,42212.45,arjun.nair@example.com,2025,5,May
7145,2025-06-30,West,Electronics,Blender,Meera Iyer,9,11328.15,101953.35,meera.iyer@example.com,2025,6,Jun
7146,2026-06-24,West,Furniture,Tablet,Unknown,9,47418.0,426763.08,Not Provided,2026,6,Jun
7147,2025-04-26,North,Apparel,Sofa,Rohan Gupta,6,18230.98,109385.88,rohan.gupta@example.com,2025,4,Apr
7148,2025-02-06,South,Electronics,Smartphone,Priya Menon,2,54924.46,109848.92,priya.menon@example.com,2025,2,Feb
7149,2025-09-22,West,Home & Kitchen,Laptop,Unknown,4,28524.14,114096.56,Not Provided,2025,9,Sep
7150,2026-05-11,East,Furniture,T-Shirt,Karan Malhotra,3,39328.45,117985.35,karan.malhotra@example.com,2026,5,May
7151,2026-02-07,West,Electronics,Sneakers,Meera Iyer,4,29757.0,119027.76,meera.iyer@example.com,2026,2,Feb
7152,2025-01-30,East,Electronics,Laptop,Aditi Rao,1,49751.18,49751.18,aditi.rao@example.com,2025,1,Jan
7153,2026-07-07,South,Furniture,Blender,Sana Khan,6,23740.75,142444.5,sana.khan@example.com,2026,7,Jul
7154,2026-08-10,West,Electronics,Tablet,Karan Malhotra,10,50501.41,505014.1,karan.malhotra@example.com,2026,8,Aug
7155,2026-06-29,North,Apparel,Sofa,Arjun Nair,6,21108.26,126649.56,arjun.nair@example.com,2026,6,Jun
7156,2026-01-22,East,Furniture,Tablet,Unknown,5,21771.34,108856.7,Not Provided,2026,1,Jan
7157,2025-05-25,West,Home & Kitchen,Headphones,Aditi Rao,7,3795.53,26568.71,aditi.rao@example.com,2025,5,May
7158,2025-12-03,West,Apparel,Jeans,Arjun Nair,4,21602.0,86409.32,arjun.nair@example.com,2025,12,Dec
7159,2026-03-17,North,Apparel,Sofa,Meera Iyer,7,33589.04,235123.28,meera.iyer@example.com,2026,3,Mar
7160,2025-02-11,West,Furniture,Desk,Rohan Gupta,5,53881.0,269403.8,rohan.gupta@example.com,2025,2,Feb
7161,2026-08-16,East,Electronics,Blender,Aditi Rao,2,4361.24,8722.48,aditi.rao@example.com,2026,8,Aug
7162,2025-08-25,North,Electronics,Laptop,Arjun Nair,10,8551.1,85511.0,arjun.nair@example.com,2025,8,Aug
7163,2025-02-07,North,Apparel,Tablet,Aditi Rao,1,45541.0,45540.95,aditi.rao@example.com,2025,2,Feb
7164,2026-01-07,East,Home & Kitchen,Unknown,Sana Khan,,39509.92,,sana.khan@example.com,2026,1,Jan
7165,2025-06-13,South,Home & Kitchen,Blender,Vikram Shah,5,37660.12,188300.6,vikram.shah@example.com,2025,6,Jun
7166,2025-02-13,East,Furniture,Headphones,Aditi Rao,5,39609.62,198048.1,aditi.rao@example.com,2025,2,Feb
7167,2026-04-08,North,Apparel,Sofa,Rohan Gupta,2,46086.68,92173.36,rohan.gupta@example.com,2026,4,Apr
7168,2026-04-07,East,Electronics,Office Chair,Priya Menon,,32520.45,,priya.menon@example.com,2026,4,Apr
7169,2026-01-24,East,Furniture,Laptop,Unknown,2,51782.39,103564.78,Not Provided,2026,1,Jan
7170,2026-05-30,East,Home & Kitchen,Tablet,Aditi Rao,6,38207.0,229243.92,aditi.rao@example.com,2026,5,May
7171,2026-02-15,North,Home & Kitchen,Cookware Set,Rohan Gupta,3,53248.0,159744.09,rohan.gupta@example.com,2026,2,Feb
7172,2026-12-07,East,Furniture,Unknown,Aditi Rao,6,19042.15,114252.9,aditi.rao@example.com,2026,12,Dec
7173,2025-03-23,West,Furniture,T-Shirt,Meera Iyer,2,1717.0,3433.8,meera.iyer@example.com,2025,3,Mar
7174,2026-06-16,West,Electronics,Unknown,Unknown,10,19490.0,194896.8,Not Provided,2026,6,Jun
7175,2025-04-25,North,Home & Kitchen,Cookware Set,Aditi Rao,1,42926.44,42926.44,aditi.rao@example.com,2025,4,Apr
7176,2025-06-12,West,Electronics,T-Shirt,Rohan Gupta,6,23457.0,140741.88,rohan.gupta@example.com,2025,6,Jun
7177,2025-01-22,South,Apparel,Jeans,Priya Menon,6,39128.72,234772.32,priya.menon@example.com,2025,1,Jan
7178,2025-11-23,South,Furniture,Tablet,Sana Khan,10,27446.93,274469.3,sana.khan@example.com,2025,11,Nov
7179,2026-05-15,South,Furniture,Blender,Sana Khan,-6,8038.66,48231.96,sana.khan@example.com,2026,5,May
7180,2025-05-10,North,Apparel,Cookware Set,Vikram Shah,10,12507.0,125067.5,vikram.shah@example.com,2025,5,May
7181,2025-11-24,East,Home & Kitchen,Sofa,Rohan Gupta,8,52395.0,419163.52,rohan.gupta@example.com,2025,11,Nov
7182,2026-03-15,West,Electronics,Sofa,Priya Menon,5,57002.67,285013.35,priya.menon@example.com,2026,3,Mar
7183,2025-10-15,North,Home & Kitchen,Jeans,Priya Menon,10,49120.82,491208.2,priya.menon@example.com,2025,10,Oct
7184,2026-06-17,South,Electronics,Desk,Aditi Rao,8,28347.0,226774.96,aditi.rao@example.com,2026,6,Jun
7185,2026-07-21,South,Home & Kitchen,Sneakers,Karan Malhotra,10,30836.21,308362.1,karan.malhotra@example.com,2026,7,Jul
7186,2025-11-18,West,Home & Kitchen,Smartphone,Vikram Shah,10,30962.0,309622.5,vikram.shah@example.com,2025,11,Nov
7187,2026-05-17,North,Furniture,Sneakers,Sana Khan,,56419.86,,sana.khan@example.com,2026,5,May
7188,2025-04-20,South,Home & Kitchen,Desk,Meera Iyer,8,,,meera.iyer@example.com,2025,4,Apr
7189,2025-02-04,North,Home & Kitchen,Tablet,Sana Khan,6,11768.0,70611.0,sana.khan@example.com,2025,2,Feb
7190,2025-06-26,West,Electronics,Tablet,Karan Malhotra,7,15984.0,111884.85,karan.malhotra@example.com,2025,6,Jun
7191,2025-10-25,West,Furniture,Jeans,Unknown,4,46755.0,187018.56,Not Provided,2025,10,Oct
7192,2026-08-26,Unknown,Furniture,Headphones,Aditi Rao,5,2376.48,11882.4,aditi.rao@example.com,2026,8,Aug
7193,2026-06-24,South,Furniture,Jeans,Meera Iyer,8,,,meera.iyer@example.com,2026,6,Jun
7194,2025-02-19,North,Electronics,Tablet,Rohan Gupta,4,2378.0,9510.72,rohan.gupta@example.com,2025,2,Feb
7195,2025-09-25,South,Apparel,Office Chair,Unknown,7,14015.11,98105.77,Not Provided,2025,9,Sep
7196,2025-11-01,West,Apparel,Office Chair,Unknown,7,,,Not Provided,2025,11,Nov
7197,2026-04-12,West,Furniture,Tablet,Sana Khan,8,1771.94,14175.52,sana.khan@example.com,2026,4,Apr
7198,2026-08-08,North,Home & Kitchen,T-Shirt,Rohan Gupta,1,13314.0,13313.78,rohan.gupta@example.com,2026,8,Aug
7199,2025-04-29,North,Apparel,T-Shirt,Sana Khan,-10,30330.5,303305.0,sana.khan@example.com,2025,4,Apr
7200,2026-06-05,North,Electronics,Smartphone,Sana Khan,2,28833.55,57667.1,sana.khan@example.com,2026,6,Jun
7201,2025-03-23,East,Home & Kitchen,Sofa,Unknown,,49711.23,,Not Provided,2025,3,Mar
7202,2026-08-31,West,Furniture,Smartphone,Meera Iyer,10,39744.0,397444.1,meera.iyer@example.com,2026,8,Aug
7203,2025-06-12,South,Home & Kitchen,Headphones,Unknown,6,49540.21,297241.26,Not Provided,2025,6,Jun
7204,2026-01-15,East,Electronics,Cookware Set,Karan Malhotra,3,57345.28,172035.84,karan.malhotra@example.com,2026,1,Jan
7205,2025-09-26,West,Electronics,Blender,Sana Khan,9,4923.71,44313.39,sana.khan@example.com,2025,9,Sep
7206,2025-06-21,North,Home & Kitchen,T-Shirt,Meera Iyer,6,58074.55,348447.3,meera.iyer@example.com,2025,6,Jun
7207,2025-08-06,South,Apparel,Desk,Vikram Shah,10,58544.99,585449.9,vikram.shah@example.com,2025,8,Aug
7208,2025-09-17,South,Electronics,T-Shirt,Vikram Shah,4,6202.0,24806.84,vikram.shah@example.com,2025,9,Sep
7209,2025-11-20,South,Apparel,T-Shirt,Karan Malhotra,4,37711.0,150843.12,karan.malhotra@example.com,2025,11,Nov
7210,2026-07-31,South,Electronics,Unknown,Sana Khan,,11222.05,,sana.khan@example.com,2026,7,Jul
7211,2026-02-01,East,Electronics,T-Shirt,Vikram Shah,-5,54307.36,271536.8,vikram.shah@example.com,2026,2,Feb
7212,2025-04-25,North,Home & Kitchen,T-Shirt,Karan Malhotra,9,40857.0,367716.24,karan.malhotra@example.com,2025,4,Apr
7213,2026-04-12,North,Furniture,Tablet,Aditi Rao,-2,23490.81,46981.62,aditi.rao@example.com,2026,4,Apr
7214,2025-01-29,North,Electronics,Desk,Arjun Nair,,11033.79,,arjun.nair@example.com,2025,1,Jan
7215,2025-03-05,West,Apparel,Office Chair,Rohan Gupta,9,38572.0,347143.59,rohan.gupta@example.com,2025,3,Mar
7216,2025-01-15,North,Apparel,Cookware Set,Unknown,6,25467.0,152801.04,Not Provided,2025,1,Jan
7217,2025-04-03,North,Electronics,Tablet,Rohan Gupta,-9,45355.11,408195.99,rohan.gupta@example.com,2025,4,Apr
7218,2025-09-18,North,Home & Kitchen,Jeans,Priya Menon,4,19518.74,78074.96,priya.menon@example.com,2025,9,Sep
7219,2026-04-06,West,Electronics,Blender,Karan Malhotra,6,19075.0,114451.26,karan.malhotra@example.com,2026,4,Apr
7220,2026-04-19,South,Apparel,Blender,Meera Iyer,8,39885.0,319079.92,meera.iyer@example.com,2026,4,Apr
7221,2026-06-29,South,Furniture,Desk,Meera Iyer,10,4522.16,45221.6,meera.iyer@example.com,2026,6,Jun
7222,2026-02-16,South,Home & Kitchen,Headphones,Meera Iyer,10,10695.34,106953.4,meera.iyer@example.com,2026,2,Feb
7223,2026-07-28,West,Furniture,Unknown,Sana Khan,9,54722.66,492503.94,sana.khan@example.com,2026,7,Jul
7224,2025-11-26,North,Furniture,Sneakers,Rohan Gupta,5,10731.38,53656.9,rohan.gupta@example.com,2025,11,Nov
7225,2026-05-26,West,Electronics,Office Chair,Vikram Shah,,27191.76,,vikram.shah@example.com,2026,5,May
